Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
1304,0966638 BC Ltd.,0966638 BC Ltd.,0966638BCLTD,BC,0966638 B.C. LTD.,BC-0966638,2013-04-03 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1305,0988936 BC Ltd.,0988936 BC Ltd.,0988936BCLTD,BC,0988936 B.C. LTD.,BC-0988936,2013-12-19 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1306,0992767 BC Ltd.,0992767 BC Ltd.,0992767BCLTD,BC,0992767 B.C. LTD.,BC-0992767,2014-02-03 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1307,0993106 BC Ltd.,0993106 BC Ltd.,0993106BCLTD,BC,0993106 B.C. LTD.,BC-0993106,2014-02-05 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1308,1003217 BC Ltd.,1003217 BC Ltd.,1003217BCLTD,BC,1003217 B.C. LTD.,BC-1003217,2014-05-23 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1309,101 Industries Ltd.,101 Industries ,101INDUSTRIES,BC,101 INDUSTRIES LTD.,BC-0083806,1969-01-03 0:00,Inactive,1.0000,01/03/69,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1310,1010477 BC Ltd.,1010477 BC Ltd.,1010477BCLTD,BC,1010477 B.C. LTD.,BC-1010477,2014-08-11 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1311,1025854 BC Ltd.,1025854 BC Ltd.,1025854BCLTD,BC,1025854 B.C. LTD.,BC-1025854,2015-01-26 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1312,1028599 BC Ltd.,1028599 BC Ltd.,1028599BCLTD,BC,1028599 B.C. LTD.,BC-1028599,2015-02-25 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1313,1035449 BC Ltd.,1035449 BC Ltd.,1035449BCLTD,BC,1035449 B.C. LTD.,BC-1035449,2015-05-04 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1314,1035624 BC Ltd.,1035624 BC Ltd.,1035624BCLTD,BC,1035624 B.C. LTD.,BC-1035624,2015-05-05 0:00,Active,0.9881,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1315,1038770 BC Ltd.,1038770 BC Ltd.,1038770BCLTD,BC,1038770 B.C. LTD.,BC-1038770,2015-06-04 0:00,Active,0.9881,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1316,1047587 BC Ltd.,1047587 BC Ltd.,1047587BCLTD,BC,1047587 B.C. LTD.,BC-1047587,2015-08-31 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1317,1048784 BC Ltd.,1048784 BC Ltd.,1048784BCLTD,BC,1048784 B.C. LTD.,BC-1048784,2015-09-11 0:00,Active,0.9881,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1318,1054575 BC Ltd.,1054575 BC Ltd.,1054575BCLTD,BC,1054575 B.C. LTD.,BC-1054575,2015-11-05 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1319,10647802 Canada Ltd.,10647802 Canada,10647802CANADA,BC,10647802 CANADA LIMITED,BC-A0105462,2018-03-22 0:00,Active,0.8940,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1320,1069557 BC Ltd.,1069557 BC Ltd.,1069557BCLTD,BC,1069557 B.C. LTD.,BC-1069557,2016-03-23 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1321,1090178 BC Ltd.,1090178 BC Ltd.,1090178BCLTD,BC,1090178 B.C. LTD.,BC-1090178,2016-09-21 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1322,1100785 BC Ltd.,1100785 BC Ltd.,1100785BCLTD,BC,1100785 B.C. LTD.,BC-1100785,2016-12-19 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1323,1110844 BC Ltd.,1110844 BC Ltd.,1110844BCLTD,BC,1110844 B.C. LTD.,BC-1110844,2017-03-13 0:00,Inactive,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1324,1116051 BC Ltd.,1116051 BC Ltd.,1116051BCLTD,BC,1116051 B.C. LTD.,BC-1116051,2017-04-23 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1325,1135300 BC Ltd.,1135300 BC Ltd.,1135300BCLTD,BC,1135300 B.C. LTD.,BC-1135300,2017-09-26 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1326,1159312 BC Ltd.,1159312 BC Ltd.,1159312BCLTD,BC,1159312 B.C. LTD.,BC-1159312,2018-04-04 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1327,1165338 B.C Ltd.,1165338 B.C Ltd,1165338BCLTD,BC,1165338 B.C. LTD.,BC-1165338,2018-05-23 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1328,1193929 BC Ltd.,1193929 BC Ltd.,1193929BCLTD,BC,1193929 B.C. LTD.,BC-1193929,2019-01-14 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1329,1197157 BC Ltd.,1197157 BC Ltd.,1197157BCLTD,BC,1197157 B.C. LTD.,BC-1197157,2019-02-08 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1330,1203210 BC Ltd.,1203210 BC Ltd.,1203210BCLTD,BC,1203210 B.C. LTD.,BC-1203210,2019-03-29 0:00,Active,0.9881,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1331,1218926 BC Ltd.,1218926 BC Ltd.,1218926BCLTD,BC,1218926 B.C. LTD.,BC-1218926,2019-08-07 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1332,1224333 BC Ltd.,1224333 BC Ltd.,1224333BCLTD,BC,1224333 B.C. LTD.,BC-1224333,2019-09-24 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1333,1225590 BC Ltd.,1225590 BC Ltd.,1225590BCLTD,BC,1225590 B.C. LTD.,BC-1225590,2019-10-02 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1334,1255839 BC Ltd.,1255839 BC Ltd.,1255839BCLTD,BC,1255839 B.C. LTD.,BC-1255839,2020-07-06 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1335,1261084 BC Ltd.,1261084 BC Ltd.,1261084BCLTD,BC,1261084 B.C. LTD.,BC-1261084,2020-08-12 0:00,Inactive,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1336,1282808 B.C. Ltd.,1282808 B.C. Lt,1282808BCLT,BC,1282808 B.C. LTD.,BC-1282808,2021-01-07 0:00,Active,1.0000,01/07/21,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1337,1283905 B.C. Ltd.,1283905 B.C. Lt,1283905BCLT,BC,1283905 B.C. LTD.,BC-1283905,2021-01-14 0:00,Active,1.0000,01/14/21,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1338,1345678 AB Ltd.,1345678 AB Ltd.,1345678ABLTD,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1339,1454146 Alberta Ltd.,1454146 Alberta,1454146ALBERTA,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1340,1964 Holdings Ltd.,1964 Holdings L,1964HOLDINGSL,BC,1964 HOLDINGS LTD.,BC-1120666,2017-05-29 0:00,Active,1.0000,05/29/17,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1341,2C Transport Ltd.,2C Transport Lt,2CTRANSPORTLT,BC,2C TRANSPORT LTD.,BC-0945070,2012-07-06 0:00,Active,1.0000,07/06/12,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1342,3 Points in Space Media Ltd.,3 Points in Spa,3POINTSINSPA,BC,3 POINTS IN SPACE MEDIA LTD.,BC-1036978,2015-05-20 0:00,Active,1.0000,05/20/15,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1343,366016 BC Ltd.,366016 BC Ltd.,366016BCLTD,BC,366016 B.C. LTD.,BC-0366016,1989-05-17 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1344,384204 BC Ltd.,384204 BC Ltd.,384204BCLTD,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1345,3M Cattle Co. Ltd.,3M Cattle Co. L,3MCATTLECOL,BC,3M CATTLE CO. LTD.,BC-1059246,2015-12-22 0:00,Active,1.0000,12/22/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1346,4070194 Canada Inc.,4070194 Canada ,4070194CANADA,BC,4070194 CANADA INC.,BC-A0057587,2002-09-04 0:00,Active,1.0000,09/04/02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1347,473979 BC Ltd.,473979 BC Ltd.,473979BCLTD,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1348,4C Forestry Ltd.,4C Forestry Ltd,4CFORESTRYLTD,BC,4C FORESTRY LTD.,BC-1214462,2019-06-27 0:00,Active,1.0000,06/27/19,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1349,500508 British Columbia Ltd.,500508 British ,500508BRITISH,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1350,517568 BC Ltd.,517568 BC Ltd.,517568BCLTD,BC,517568 B.C. LTD.,BC-0517568,1996-04-17 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1351,519709 BC Ltd.,519709 BC Ltd.,519709BCLTD,BC,519709 B.C. LTD.,BC-1286658,2021-02-01 0:00,Active,0.9873,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1352,531616 BC Ltd.,531616 BC Ltd.,531616BCLTD,BC,531616 B.C. LTD.,BC-0531616,1996-11-22 0:00,Active,0.9881,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1353,538726 BC Ltd.,538726 BC Ltd.,538726BCLTD,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1354,572054 BC Ltd.,572054 BC Ltd.,572054BCLTD,BC,572054 B.C. LTD.,BC-0572054,1998-09-21 0:00,Active,0.9881,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1355,575012 BC Ltd.,575012 BC Ltd.,575012BCLTD,BC,575012 B.C. LTD.,BC-0575012,1998-11-17 0:00,Active,0.9881,,Harvester company,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1356,593402 BC Ltd.,593402 BC Ltd.,593402BCLTD,BC,593402 B.C. LTD.,BC-0593402,1999-09-30 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1357,603682 BC Ltd.,603682 BC Ltd.,603682BCLTD,BC,603682 B.C. LTD.,BC-0603682,2000-03-21 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1358,655751 BC Ltd.,655751 BC Ltd.,655751BCLTD,BC,655751 B.C. LTD.,BC-0655751,2002-10-03 0:00,Active,0.9881,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1359,656632 BC Ltd.,656632 BC Ltd.,656632BCLTD,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1360,657436 BC Ltd.,657436 BC Ltd.,657436BCLTD,BC,657436 B.C. LTD.,BC-0657436,2002-10-30 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1361,668219 BC Ltd.,668219 BC Ltd.,668219BCLTD,BC,668219 B.C. LTD.,BC-0668219,2003-04-22 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1362,670563 BC Ltd.,670563 BC Ltd.,670563BCLTD,BC,670563 B.C. LTD.,BC-0670563,2003-06-02 0:00,Active,0.9881,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1363,675226 BC Ltd.,675226 BC Ltd.,675226BCLTD,BC,675226 B.C. LTD.,BC-0675226,2003-08-14 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1364,680527 BC Ltd.,680527 BC Ltd.,680527BCLTD,BC,680527 B.C. LTD.,BC-0680527,2003-11-04 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1365,684735 BC Ltd.,684735 BC Ltd.,684735BCLTD,BC,684735 B.C. LTD.,BC-0684735,2004-01-08 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1366,686149 BC Ltd.,686149 BC Ltd.,686149BCLTD,BC,686149 B.C. LTD.,BC-0686149,2004-01-29 0:00,Active,0.9881,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1367,9110 Investments Ltd.,9110 Investment,9110INVESTMENT,BC,9110 INVESTMENTS LTD.,BC-0541187,1997-04-21 0:00,Active,1.0000,04/21/97,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1368,A & A Bulk Harvesting Ltd.,A & A Bulk Harv,AABULKHARV,BC,A & A BULK HARVESTING LTD.,BC-0738304,2005-10-21 0:00,Active,1.0000,10/21/05,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1369,A & J Industries Ltd.,A & J Industrie,AJINDUSTRIE,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1370,A & L Septic (2014) Ltd.,A & L Septic (2,ALSEPTIC2,BC,A + L SEPTIC (2014) LTD.,BC-1015972,2014-10-09 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1371,A R Taylor Loading and Hauling Ltd,A R Taylor Load,ARTAYLORLOAD,BC,A R TAYLOR LOADING AND HAULING LTD.,BC-1001950,2014-05-12 0:00,Active,1.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1372,A-Tlegay Fisheries Society,A-Tlegay Fisher,ATLEGAYFISHER,BC,A-TLEGAY FISHERIES SOCIETY,BC-S0039971,1999-06-01 0:00,Active,1.0000,06/01/99,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1373,A. G. Appel Enterprises Ltd.,A. G. Appel Ent,AGAPPELENT,BC,A. G. APPEL ENTERPRISES LTD.,BC-0133568,1974-12-19 0:00,Active,1.0000,12/19/74,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1374,A.B. Sea Towing Ltd.,A.B. Sea Towing,ABSEATOWING,BC,A.B. SEA TOWING LTD.,BC-0835332,2008-09-18 0:00,Active,1.0000,09/18/08,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1375,A.C.L. Construction Ltd.,A.C.L. Construc,ACLCONSTRUC,BC,A.C.L. CONSTRUCTION LTD.,BC-1157164,2018-03-17 0:00,Active,1.0000,03/17/18,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1376,A.H. Jackson Corp.,A.H. Jackson Co,AHJACKSONCO,BC,A. H. JACKSON CORP.,BC-0122398,1973-10-15 0:00,Active,1.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1377,A.I.B. Innovation Ltd.,A.I.B. Innovati,AIBINNOVATI,BC,A.I.B INNOVATION LTD.,BC-1122880,2017-06-14 0:00,Active,1.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1378,A.K.D. Reforestation Ltd.,A.K.D. Reforest,AKDREFOREST,BC,AKD REFORESTATION LTD.,BC-0583909,1999-04-21 0:00,Active,0.9831,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1379,A.M. Anderson Ventures Ltd.,A.M. Anderson V,AMANDERSONV,BC,A.M. ANDERSON VENTURES LTD.,BC-1042166,2015-07-08 0:00,Active,1.0000,07/08/15,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1380,A.N.M. Construction Ltd.,A.N.M. Construc,ANMCONSTRUC,BC,A.N.M. CONSTRUCTION LTD.,BC-0505114,1995-09-28 0:00,Active,1.0000,09/28/95,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1381,A.R. MacNiven Trucking Ltd.,A.R. MacNiven T,ARMACNIVENT,BC,A.R. MACNIVEN TRUCKING LTD.,BC-1087376,2016-08-25 0:00,Active,1.0000,08/25/16,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1382,AAA Hagglund Ventures Inc.,AAA Hagglund Ve,AAAHAGGLUNDVE,BC,AAA HAGGLUND VENTURES INC.,BC-1234248,2019-12-17 0:00,Active,1.0000,12/17/19,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1383,Aaron Kevin Harris & Ryan Joseph Ellan,Aaron Kevin Har,AARONKEVINHAR,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1384,Aaron-Mark Services Ltd,Aaron-Mark Serv,AARONMARKSERV,BC,AARON-MARK SERVICES LTD.,BC-0274493,1984-02-17 0:00,Active,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1385,Abacus Forest Management Ltd.,Abacus Forest M,ABACUSFORESTM,BC,ABACUS FOREST MANAGEMENT LIMITED,BC-0582162,1999-03-24 0:00,Active,0.9053,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1386,Aberdeen Helicopters Ltd.,Aberdeen Helico,ABERDEENHELICO,BC,ABERDEEN HELICOPTERS LTD.,BC-0439226,1993-01-14 0:00,Active,1.0000,01/14/93,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1387,Abfam Enterprises Ltd.,Abfam Enterpris,ABFAMENTERPRIS,BC,ABFAM ENTERPRISES LTD.,BC-0066905,1965-11-15 0:00,Active,1.0000,11/15/65,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1388,Access Helicopters Ltd.,Access Helicopt,ACCESSHELICOPT,BC,ACCESS HELICOPTERS LTD.,BC-A0098095,2016-02-24 0:00,Active,1.0000,02/24/16,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1389,Adams Lake Indian Band,Adams Lake Indi,ADAMSLAKEINDI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1390,Adept Vegetation Management Inc.,Adept Vegetatio,ADEPTVEGETATIO,BC,ADEPT VEGETATION MANAGEMENT INC.,BC-0788109,2007-04-12 0:00,Active,1.0000,04/12/07,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1391,Adlard Environmental Ltd.,Adlard Environm,ADLARDENVIRONM,BC,ADLARD ENVIRONMENTAL LTD.,BC-0543078,1997-05-20 0:00,Active,1.0000,05/20/97,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1392,Adrian's Brushcutting Ltd.,Adrian's Brushc,ADRIANSBRUSHC,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1393,Advanced Energy Systems Management Corp.,Advanced Energy,ADVANCEDENERGY,BC,ADVANCED ENERGY SYSTEMS MANAGEMENT CORP.,BC-0670368,2003-05-29 0:00,Active,1.0000,05/29/03,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1394,Against the Grain Forest Products Ltd.,Against the Gra,AGAINSTTHEGRA,BC,AGAINST THE GRAIN FOREST PRODUCTS LTD.,BC-0906224,2011-03-23 0:00,Active,1.0000,03/23/11,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1395,Akehurst and Galvani Reforestation Ltd.,Akehurst and Ga,AKEHURSTANDGA,BC,AKEHURST AND GALVANI REFORESTATION LTD.,BC-0933518,2012-02-23 0:00,Active,1.0000,02/23/12,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1396,Al Williams & Son Ltd.,Al Williams & S,ALWILLIAMSS,BC,AL WILLIAMS AND SON LTD.,BC-0637228,2001-11-14 0:00,Active,0.9692,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1397,Alain Momer,Alain Momer,ALAINMOMER,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1398,Alan Condrotte,Alan Condrotte,ALANCONDROTTE,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1399,Alan John Somerville,Alan John Somer,ALANJOHNSOMER,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1400,Alberni Valley Community Forest Corporation,Alberni Valley ,ALBERNIVALLEY,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1401,Albert James Nichols,Albert James Ni,ALBERTJAMESNI,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1402,Alces Environmental Ltd.,Alces Environme,ALCESENVIRONME,BC,ALCES ENVIRONMENTAL LTD.,BC-1054778,2015-11-06 0:00,Active,1.0000,11/06/15,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1403,Alexis Creek Indian Band,Alexis Creek In,ALEXISCREEKIN,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1404,Alf Transport Ltd.,Alf Transport L,ALFTRANSPORTL,BC,ALF TRANSPORT LTD.,BC-0839801,2008-11-20 0:00,Active,1.0000,11/20/08,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1405,Algonquin Forestry Ltd.,Algonquin Fores,ALGONQUINFORES,BC,ALGONQUIN FORESTRY LTD.,BC-0647588,2002-05-14 0:00,Active,1.0000,05/14/02,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1406,Alkali Resource Management Ltd.,Alkali Resource,ALKALIRESOURCE,BC,ALKALI RESOURCE MANAGEMENT LTD.,BC-0636450,2001-10-30 0:00,Active,1.0000,10/30/01,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1407,All Terrain Construction Ltd.,All Terrain Con,ALLTERRAINCON,BC,ALL TERRAIN CONSTRUCTION LTD.,BC-0601904,2000-02-23 0:00,Active,1.0000,02/23/00,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1408,Allan Fjellgaard & Gary Fjellgaard & P A Fjellgaard,Allan Fjellgaar,ALLANFJELLGAAR,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1409,Allan Harris Irvine,Allan Harris Ir,ALLANHARRISIR,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1410,Allan S Jacobs,Allan S Jacobs,ALLANSJACOBS,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1411,Allan Wayne Hunter,Allan Wayne Hun,ALLANWAYNEHUN,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1412,Allen Hopwood Enterprises Ltd.,Allen Hopwood E,ALLENHOPWOODE,BC,ALLEN HOPWOOD ENTERPRISES LTD.,BC-A0056176,2002-02-05 0:00,Active,1.0000,02/05/02,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1413,Allison Phillips,Allison Phillip,ALLISONPHILLIP,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1414,Allnorth Consultants Limited,Allnorth Consul,ALLNORTHCONSUL,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1415,Alpine Axeceleration Forestry Ltd.,Alpine Axeceler,ALPINEAXECELER,BC,ALPINE AXECELERATION FORESTRY LTD.,BC-1142846,2017-11-28 0:00,Active,1.0000,11/28/17,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1416,Alpine Country Rentals Ltd.,Alpine Country ,ALPINECOUNTRY,BC,ALPINE COUNTRY RENTALS LTD.,BC-0598359,1999-12-29 0:00,Active,1.0000,12/29/99,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1417,Alpine Forestry Ltd.,Alpine Forestry,ALPINEFORESTRY,BC,ALPINE FORESTRY LTD.,BC-1189558,2018-12-08 0:00,Active,1.0000,12/08/18,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1418,Alpine Paving (1978) Ltd.,Alpine Paving (,ALPINEPAVING,BC,ALPINE PAVING (1978) LTD.,BC-0171364,1978-02-17 0:00,Active,1.0000,02/17/78,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1419,Alsco Trucking Ltd.,Alsco Trucking ,ALSCOTRUCKING,BC,ALSCO TRUCKING LTD.,BC-0608778,2000-06-09 0:00,Active,1.0000,06/09/00,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1420,Altitude Excavating Ltd.,Altitude Excava,ALTITUDEEXCAVA,BC,ALTITUDE EXCAVATING LTD.,BC-0819396,2008-03-13 0:00,Active,1.0000,03/13/08,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1421,Altona Transport Ltd.,Altona Transpor,ALTONATRANSPOR,BC,ALTONA TRANSPORT LTD.,BC-1034244,2015-04-22 0:00,Active,1.0000,04/22/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1422,Alvin Doerksen,Alvin Doerksen,ALVINDOERKSEN,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
